Sida,Klick,Exponeringar,CTR,position
https://seb.se/foretag/spara-och-placera/aktier-och-andra-placeringar/id-krav-vid-handel-med-vardepapper-lei,180,4178,4.31%,18.5
https://seb.se/hitta-bankkontor/seb-i-karlshamn,180,3225,5.58%,10.44
https://seb.se/var-kundservice/1088/hur-laser-jag-upp-min-digipass-med-upplasningskoden/,179,13799,1.3%,3.31
https://seb.se/kundservice/hitta-bankkontor/seb-i-malmo-world-trade-center,179,13679,1.31%,4.84
https://seb.se/privat/spara-och-placera/spara-i-fonder/seb-dynamisk-rantefond,179,4056,4.41%,14.8
https://seb.se/kista,178,38882,0.46%,2.59
https://seb.se/foretag/finansiera/leasing-och-avbetalning/leasing,178,15166,1.17%,42.31
https://seb.se/foretag/pension-och-forsakring/liv-och-sjukforsakring,178,6132,2.9%,18.4
https://seb.se/pow/content/produkter/internetkontoret/filkommunikation_e0070.pdf,178,1536,11.59%,9.42
https://seb.se/systemsidor/sok?q=Bankfack&sp=/om-seb/alla-produkter-och-tjanster,178,460,38.7%,3.5
https://seb.se/foretag/spara-och-placera/konton-for-foretagare,177,4082,4.34%,7.99
https://seb.se/privat/ekonomikollen/familj-och-juridik/fa-koll-pa-utgifterna-i-appen,177,2117,8.36%,16.49
https://seb.se/pow/borsfinans/listor/id_POL_spots.asp,177,1816,9.75%,4.38
https://seb.se/foretag/betala-och-ta-betalt/betalningar-via-xml,177,1543,11.47%,13.17
https://seb.se/huddinge,176,49883,0.35%,2.94
https://seb.se/var-kundservice/11059/hur-tar-jag-fram-ett-kontoutdrag-for-mitt-konto/da0e64e6-65fa-4efa-ba76-3d124f753047,176,2769,6.36%,6.01
https://seb.se/privat/spara-och-placera/spara-i-fonder/om-distributionsersattningar,176,1178,14.94%,11.66
https://seb.se/teknikhjalp,175,144463,0.12%,2.13
https://seb.se/brommaplan,175,47297,0.37%,2.8
https://seb.se/om-seb/sa-bidrar-vi-till-en-hallbar-framtid,175,43092,0.41%,3.94
https://seb.se/pow/content/produkter/betalningar/eeaterms_internet_private.pdf,175,3617,4.84%,6.02
https://seb.se/partille,174,25825,0.67%,3.22
https://seb.se/solna,174,6302,2.76%,4.72
https://seb.se/juridik-och-sakerhet/sebs-integritetspolicy/information-om-seb-pension-och-forsakring-ab-och-gamla-livforsakringsaktiebolaget-seb-trygg-liv-publ-personuppgifter,174,4717,3.69%,6.06
https://seb.se/var-kundservice/11143/hur-ansoker-eller-andrar-jag-ett-autogiro-for-seb-credit/,174,3953,4.4%,5.65
https://seb.se/foretag/finansiera/byggnadskreditiv,173,5581,3.1%,9.17
https://seb.se/foretag/pension-och-forsakring/traditionell-kapitalforsakring-foretag,172,3289,5.23%,6.97
https://seb.se/sollentuna,171,36723,0.47%,2.63
https://seb.se/uppsala,171,32052,0.53%,2.9
https://seb.se/foretag/betala-och-ta-betalt/betala-till-utlandet,170,7928,2.14%,9.85
https://seb.se/bors-och-finans/strukturerade-placeringar/certifikat,170,4241,4.01%,14.8
https://seb.se/hitta-bankkontor/seb-i-skelleftea,170,3164,5.37%,12.2
https://seb.se/kundservice/hitta-bankkontor/seb-i-katrineholm,170,2159,7.87%,5.97
https://seb.se/globen,169,50908,0.33%,2.56
https://seb.se/foretag/verktyg-for-ditt-foretagande/appen-for-dina-foretagskort,169,3598,4.7%,10.39
https://seb.se/kundservice/hitta-bankkontor/seb-i-falun,167,2975,5.61%,7.57
https://seb.se/pow/content/tryggliv/pdf/TLV50040.pdf,167,2354,7.09%,8.66
https://seb.se/privat/lana/bolan-och-rantor/allman-information-om-bolan/villkor-for-sebs-internetbank-for-privatpersoner,166,40026,0.41%,8.53
https://seb.se/kundservice/kundservice-privat/vanliga-fragor-och-svar/fragor-och-svar-om-bolaneskydd,166,2208,7.52%,24.76
https://seb.se/norrmalm,165,45487,0.36%,2.64
https://seb.se/kundservice/hitta-bankkontor/seb-i-uppsala-rapsgatan,165,4504,3.66%,4.53
https://seb.se/pow/content/tryggliv/pdf/SELI0129.pdf,165,1496,11.03%,2.97
https://seb.se/pow/BorsFinans/int/1500/int1552.aspx?P1=FI4000257472&P2=NOOA&P3=Nm&P4=0&P5&P6&P7=0&P8,165,171,96.49%,1.44
https://seb.se/var-kundservice/11530/hur-gor-jag-for-att-hoja-enkla-lanet-eller-medlemslan/,164,5364,3.06%,6.64
https://seb.se/stangda-kontor/seb-malmo-triangeln-flyttat-till-ostergatan-malmo,163,14017,1.16%,6.25
https://seb.se/var-kundservice/1176/var-hittar-jag-oppettider-och-annan-information-om-mitt-bankkontor/,163,6565,2.48%,5.4
https://seb.se/hitta-bankkontor/seb-i-ornskoldsvik,163,2814,5.79%,8.77
https://seb.se/kundservice/hitta-bankkontor/seb-i-lulea,162,1760,9.2%,6.71
https://seb.se/pow/content/tryggliv/pdf/TLV50018.pdf,162,1654,9.79%,5.76
https://seb.se/foretag/betala-och-ta-betalt/betala/kort/sebs-corporate-limit,161,4270,3.77%,6.09
https://seb.se/hitta-bankkontor/seb-i-strangnas,161,1865,8.63%,5.82
https://seb.se/pow/content/produkter/vardepapper/FRN.pdf,161,1474,10.92%,12.98
https://seb.se/privat/livet/att-skaffa-barn/trygga-din-familj-och-skriv-testamente,160,4424,3.62%,33.3
https://seb.se/kundservice/hitta-bankkontor/seb-i-stockholm-sodermalm,160,2785,5.75%,5.55
https://seb.se/kundservice/juridik-sakerhet/darfor-staller-vi-fragor-till-dig,159,1246,12.76%,12.01
https://seb.se/juridik-och-sakerhet/sebs-integritetspolicy/information-om-seb-koncernens-behandling-av-personuppgifter,158,4175,3.78%,4.78
https://seb.se/pow/wave/apps/SwapRates/Default.aspx,157,7054,2.23%,8.97
https://seb.se/Kundservice/kundservice-foretag/Vanliga-fragor-och-svar/fragor-och-svar-om-svenska-betalningar/,157,2247,6.99%,4.05
https://seb.se/var-kundservice/11123/hur-tar-jag-bort-blippfunktionen-pa-mitt-kort/,157,999,15.72%,6.26
https://seb.se/var-kundservice/contact/1339,156,15507,1.01%,5.33
https://seb.se/experiencecenter,155,27600,0.56%,2.58
https://seb.se/privat/livet/kopa-bostad,155,5558,2.79%,29.1
https://seb.se/foretag/digitala-tjanster/swish-handel,155,4079,3.8%,13.88
https://seb.se/hitta-bankkontor/seb-i-trosa,155,3078,5.04%,17.61
https://seb.se/ostermalmstorg,154,36634,0.42%,2.47
https://seb.se/foretag/betala-och-ta-betalt/ta-betalt/autogiro-ta-betalt,154,4947,3.11%,7.25
https://seb.se/foretag/betala-och-ta-betalt/ta-betalt/dagskassa,154,2260,6.81%,6.9
https://seb.se/foretag/pension-och-forsakring/kompanjonforsakring,154,1173,13.13%,16.26
https://seb.se/privat/pension-och-forsakring/alla-produkter-och-tjanster-inom-pension-och-forsakring/portfolio-bond,153,1470,10.41%,9.56
https://seb.se/stangda-kontor/seb-stockholm-sergels-torg-kundtjanst-och-radgivning-har-flyttat-till-hamngatan-15,151,9369,1.61%,6.5
https://seb.se/Foretag/Pension-och-forsakring/Alla-produkter-och-tjanster-inom-pension-och-forsakring/10-taggare/,151,828,18.24%,3.3
https://seb.se/foretag/finansiera,150,14188,1.06%,25.88
https://seb.se/foretag/verktyg-for-ditt-foretagande/bankid-i-dina-tjanster,150,10271,1.46%,12.08
https://seb.se/Kundservice/kundservice-foretag/Motesplatser/telefonbanken-foretag/,150,6858,2.19%,6.51
https://seb.se/Kundservice/hitta-bankkontor/seb-i-uppsala-centrum,150,2158,6.95%,6.9
https://seb.se/trelleborg,149,13156,1.13%,5.17
https://seb.se/kundservice/kundservice-foretag/aktuella-rantor,149,6296,2.37%,7.75
https://seb.se/var-kundservice/11116/hur-skaffar-jag-swish/956b7cdb-6e14-4816-e19a-7da469fcd180,149,5702,2.61%,7.69
https://seb.se/pow/content/produkter/kort/betal_kreditkort_kopgrans_a6539.pdf,149,798,18.67%,4.87
https://seb.se/limhamn,148,47526,0.31%,2.41
https://seb.se/foretag/betala-och-ta-betalt/betala/e-faktura-foretag-ta-emot,148,3633,4.07%,16.01
https://seb.se/kundservice/kundservice-foretag/vanliga-fragor-och-svar/fragor-och-svar-om-tryggplan,148,1001,14.79%,3.11
https://seb.se/juridik-och-sakerhet/sebs-integritetspolicy,147,67492,0.22%,3.11
https://seb.se/tumba,147,30514,0.48%,3.41
https://seb.se/foretag/bli-foretagskund/trygg-start,147,4053,3.63%,14.21
https://seb.se/privat/lana/bolan-och-rantor/lanelofte-och-guide/infor-flytten,147,3768,3.9%,19.07
https://seb.se/media/passar-ett-investeringssparkonto-dig,147,3108,4.73%,4.05
https://seb.se/pow/apps/valutakurser/avista_tot.asp,147,386,38.08%,18.12
https://seb.se/privat/livet/salja-bostad,146,7009,2.08%,34.74
https://seb.se/foretag/aktuella-rantor,145,8028,1.81%,11.54
https://seb.se/pow/content/pdf/Bolanekod_infobroschyr.pdf,145,4726,3.07%,41.57
https://seb.se/pow/content/produkter/konton/A7479v_privat.pdf,145,3907,3.71%,13.75
https://seb.se/danderyd,144,19606,0.73%,2.83
https://seb.se/foretag/spara-och-placera/hallbara-placeringar,144,2245,6.41%,17.75
https://seb.se/bors-och-finans/aktier/sverige/premieobligationer,143,9039,1.58%,8.64
https://seb.se/var-kundservice/1089/hur-andrar-jag-pinkod-pa-min-digipass/,143,4595,3.11%,6.22
https://seb.se/var-kundservice/11271/hur-gor-jag-for-att-se-mina-andra-banker-i-appen/,143,2865,4.99%,11.98
https://seb.se/Kundservice/kundservice-foretag/Vanliga-fragor-och-svar/fragor-och-svar-om-kort/,143,1943,7.36%,7.58
https://seb.se/landskrona,142,12343,1.15%,5.42
https://seb.se/foretag/betala-och-ta-betalt/ta-betalt-fran-utlandet/valutahandel,142,9111,1.56%,17.16
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/optioner,142,3966,3.58%,14.96
https://seb.se/privat/private-banking/seb-selected/for-dig-med-seb-selected/prislista,142,2067,6.87%,3.36
https://seb.se/lulea,141,13965,1.01%,7.7
https://seb.se/vellinge,141,12536,1.12%,4.86
https://seb.se/juridik-och-sakerhet/betaltjanstdirektivet-psd-2,141,3161,4.46%,11.5
https://seb.se/hitta-bankkontor/seb-i-karlskoga,141,2102,6.71%,7.05
https://seb.se/Privat/ekonomikollen/sparande-och-pension/tjanstepensionen-och-avtalspension/,141,1260,11.19%,10.79
https://seb.se/var-kundservice/1091/vad-gor-jag-om-det-star-batt-0-5-pa-min-digipas/,140,2609,5.37%,5.07
https://seb.se/privat/spara-och-placera/sparande-som-gor-skillnad/vart-erbjudande-till-dig,140,1813,7.72%,13.18
https://seb.se/privat/private-banking/core,139,9418,1.48%,2.72
https://seb.se/hitta-bankkontor/seb-i-kungshamn,139,3837,3.62%,9.13
https://seb.se/kundservice/kundservice-privat/vanliga-fragor-och-svar/fragor-och-svar-om-att-flytta-fonder-till-seb,139,1784,7.79%,7.95
https://seb.se/pow/kort/SE/cobrand/SJ/PI0W_villkor_SJ.pdf,138,9515,1.45%,11.66
https://seb.se/pow/content/pdf/alternativa_investeringsfonder.pdf,138,3470,3.98%,13.27
https://seb.se/hitta-bankkontor/seb-i-karlskrona,137,8902,1.54%,8.76
https://seb.se/kundservice/kundservice-foretag/vanliga-fragor-och-svar/fragor-och-svar-om-internetbanken,137,2184,6.27%,7.58
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/etf,136,6776,2.01%,23.67
https://seb.se/var-kundservice/1220/hur-skaffar-jag-enkla-vardagen/,136,4166,3.26%,2.99
https://seb.se/hitta-bankkontor/seb-i-trelleborg,136,3228,4.21%,7.93
https://seb.se/hitta-bankkontor/seb-i-ulricehamn,136,1819,7.48%,13.61
https://seb.se/Privat/lana/bolan-och-rantor/lanelofte-och-guide/kopa-eller-salja-forst/,136,1418,9.59%,13.83
https://seb.se/kundservice/kundservice-foretag/vanliga-fragor-och-svar/fragor-och-svar-om-bankgiro-inbetalningar,136,1292,10.53%,4.23
https://seb.se/kundservice/kundservice-privat/vanliga-fragor-och-svar/fragor-och-svar-om-stiftelser,136,833,16.33%,5.07
https://seb.se/foretag/pension-och-forsakring/tjanstegrupplivforsakring-tgl,135,3992,3.38%,14.86
https://seb.se/hitta-bankkontor/seb-i-lidkoping,135,2954,4.57%,8.29
https://seb.se/hitta-bankkontor/seb-i-stromstad,135,2118,6.37%,10.5
https://seb.se/foretag/bli-foretagskund/registrera-foretaget,134,13063,1.03%,15.67
https://seb.se/privat/livet/byta-karriar/ville-gora-nagot-bra-for-unga,134,10751,1.25%,10.66
https://seb.se/kundservice/hitta-bankkontor/seb-i-stenungsund,134,1713,7.82%,5.78
https://seb.se/pow/content/pdf/A7541_tillagg_Corp.pdf,134,470,28.51%,6.02
https://seb.se/worldtradecenter,133,47666,0.28%,2.14
https://seb.se/hitta-bankkontor/seb-i-malmo-world-trade-center,133,5493,2.42%,11.33
https://seb.se/pow/apps/iban/ibancalc.asp?lang=pl,133,2343,5.68%,35.81
https://seb.se/var-kundservice/1061/hur-kan-jag-flytta-vardepapper-till-er/,133,1379,9.64%,14.5
https://seb.se/var-kundservice/11146/hur-sparrar-och-bestaller-jag-ett-nytt-kort/2fc81bd6-c92e-4724-b813-ff6f5e3ca50b,132,6822,1.93%,6.59
https://seb.se/privat/om-nagot-blivit-fel,132,2418,5.46%,10.96
https://seb.se/privat/livet/att-skaffa-barn,131,3333,3.93%,35.09
https://seb.se/pow/content/pdf/rantederivat.pdf,131,2734,4.79%,15.19
https://seb.se/var-kundservice/c1040-mobilt-bankid,130,12024,1.08%,8.76
https://seb.se/bors-och-finans/strukturerade-placeringar/noterade-placeringar,130,3020,4.3%,4.91
https://seb.se/kundservice/stangda-kontor/seb-i-sundbyberg,130,2012,6.46%,6.12
https://seb.se/pow/apps/kurslistafonder/kurslistafonder.aspx?A1=180&A2=0,130,1394,9.33%,16.73
https://seb.se/hitta-bankkontor/seb-i-amal,129,9153,1.41%,6.92
https://seb.se/foretag/betala-och-ta-betalt/betala/foretagskort/uttagsgranser-for-foretagskort,129,6148,2.1%,3.67
https://seb.se/foretag/digitala-tjanster/koppla-ditt-affarssystem-till-oss,129,4391,2.94%,28.24
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/hallbarhet-i-sebs-fonderbjudande,129,1732,7.45%,7.27
https://seb.se/om-seb/alla-produkter-och-tjanster,126,12912,0.98%,13.19
https://seb.se/pow/content/pdf/A7772_swe.pdf,126,8015,1.57%,9.59
https://seb.se/hitta-bankkontor/seb-i-visby,126,1951,6.46%,12.26
https://seb.se/privat/spara-och-placera/sparguide/varfor-kostar-fonder-olika-mycket,126,1674,7.53%,18.45
https://seb.se/kungalv,125,15915,0.79%,4.97
https://seb.se/foretag/boka-foretagsradgivning,125,6291,1.99%,8.39
https://seb.se/kundservice/hitta-bankkontor/seb-i-goteborg-volvo-city,125,3579,3.49%,7.42
https://seb.se/privat/lana/privatlan-och-krediter/batlan-med-privatlan-enkla-lanet,124,27557,0.45%,5.02
https://seb.se/Kundservice/hitta-bankkontor/seb-i-stockholm-globen/,124,2488,4.98%,7.92
https://seb.se/var-kundservice/6310/vad-hander-om-mitt-konto-ar-overtrasserat/,124,2111,5.87%,8.48
https://seb.se/ideon,123,26385,0.47%,2.13
https://seb.se/var-kundservice/977/vad-hander-om-jag-inte-har-tillrackligt-med-pengar-pa-kontot-nar-ni-drar-for-bolanet/,123,1481,8.31%,9.23
https://seb.se/hitta-bankkontor/seb-i-lund-ideon,122,2529,4.82%,15.07
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/kommun-och-landsting-kap-kl-och-akap-kl/avgifter-och-skatter,122,2359,5.17%,17.88
https://seb.se/kundservice/kundservice-privat/vanliga-fragor-och-svar/fragor-och-svar-om-laneskydd,122,1952,6.25%,18.31
https://seb.se/kundservice/hitta-bankkontor/seb-i-lysekil,122,995,12.26%,4.54
https://seb.se/hitta-bankkontor/seb-i-skarhamn,121,1107,10.93%,9.27
https://seb.se/privat/pension-och-forsakring/pensionsspar-fond,120,4463,2.69%,9.27
https://seb.se/pow/fmk/2500/informationsbroschyr/i_SEB-SVE1.pdf,120,2068,5.8%,9.46
https://seb.se/pow/apps/kurslistafonder/kurslistafonder.aspx,120,1040,11.54%,10.69
https://seb.se/var-kundservice/11067/varfor-behover-jag-uppdatera-mina-uppgifter-hos-er/,120,1035,11.59%,4.71
https://seb.se/linnegatan,119,50709,0.23%,2.03
https://seb.se/visa,119,6464,1.84%,7.61
https://seb.se/privat/private-banking/family-office,119,3341,3.56%,10.86
https://seb.se/foretag/utland/sakra-din-affar/dokumentinkasso,119,2530,4.7%,30
https://seb.se/kundservice/hitta-bankkontor/seb-i-jakobsberg,119,1951,6.1%,6.38
https://seb.se/karlaplan,118,47279,0.25%,2.53
https://seb.se/ystad,118,10437,1.13%,5.94
https://seb.se/privat/digitala-tjanster/vara-appar,118,2281,5.17%,7.98
https://seb.se/foretag/finansiera/fakturafinansiering-och-kontokredit/fakturafinansiering,117,4202,2.78%,39.76
https://seb.se/hitta-bankkontor/seb-i-klippan,117,3747,3.12%,11.03
https://seb.se/hitta-bankkontor/seb-i-stenungsund,117,3585,3.26%,7.79
https://seb.se/var-kundservice/1197/hur-kollar-jag-mitt-saldo/,117,1685,6.94%,12.39
https://seb.se/kundservice/hitta-bankkontor/seb-i-karlskoga,117,1108,10.56%,5.05
https://seb.se/kundservice/hitta-bankkontor/seb-i-strangnas,117,1042,11.23%,4.91
https://seb.se/foretag/aktuella-priser/inlaningsavgift-foretag,117,701,16.69%,9.62
https://seb.se/maestro,116,4370,2.65%,9.53
https://seb.se/privat/spara-och-placera/spara-i-fonder/aktuella-sparportfoljer,116,4220,2.75%,7.39
https://seb.se/privat/nyhetsbrev,116,2532,4.58%,20.57
https://seb.se/pow/content/pdf/stiftelser/Stiftelsebrevet/stiftelsebrev_201401.pdf,116,1573,7.37%,11.94
https://seb.se/kundservice/hitta-bankkontor/seb-i-falkenberg,116,907,12.79%,8.75
https://seb.se/lidingo,115,22530,0.51%,2.8
https://seb.se/angelholm,115,18532,0.62%,5.05
https://seb.se/media/amortering-ar-ett-bra-satt-att-spara,115,6278,1.83%,20.38
https://seb.se/media/tre-saker-att-tanka-pa-nar-du-koper-bostadsratt,115,5045,2.28%,17.63
https://seb.se/pow/content/produkter/internetkontoret/villkor_affarsavtal.pdf,115,2025,5.68%,9.71
https://seb.se/pow/fmk/2500/pdf/SEB_PEO_Fund_III.pdf,114,2400,4.75%,9.01
https://seb.se/kundservice/juridik-sakerhet/internetsakerhet/vanliga-bedragerier?icmp=sebses_help_link_c5_bedrageri,114,2387,4.78%,15.84
https://seb.se/privat/spara-och-placera/spara-i-fonder/fonders-nyheter/utdelning-i-sebs-fonder-maj-2019,113,4809,2.35%,10.24
https://seb.se/media/har-du-koll-pa-din-tjanstepension,113,3743,3.02%,17.12
https://seb.se/kundservice/hitta-bankkontor/seb-i-lidkoping,113,1723,6.56%,6.66
https://seb.se/privat/spara-och-placera/radgivning/privatradgivning/boka-radgivningsmote-via-chatt,112,4066,2.75%,8.03
https://seb.se/volvocity,111,13472,0.82%,3.12
https://seb.se/lidkoping,111,10860,1.02%,4.96
https://seb.se/foretag/bli-foretagskund/ep/fortnox,111,3068,3.62%,15.88
https://seb.se/privat/livet/brollop/skriva-aktenskapsforord-och-testamente,111,3033,3.66%,20.35
https://seb.se/kundservice/hitta-bankkontor/seb-i-stockholm-brommaplan,111,2434,4.56%,7.3
https://seb.se/kundservice/kundservice-foretag/vanliga-fragor-och-svar/fragor-och-svar-om-e-faktura-ta-emot,111,1687,6.58%,4.86
https://seb.se/kundservice/kundservice-foretag/vanliga-fragor-och-svar/fragor-och-svar-om-bankgiro-direkt,111,1006,11.03%,3.82
https://seb.se/pow/content/produkter/vardepapper/Valutasakring_termin.pdf,111,830,13.37%,4.06
https://seb.se/hitta-bankkontor/seb-i-motala,110,1688,6.52%,7.23
https://seb.se/pow/FMK/2500/informationsbroschyr/i_SEB-SWETHBETA.pdf,110,1457,7.55%,9.62
https://seb.se/pow/content/pdf/Ansokanbolan_eng.pdf,110,1076,10.22%,4.47
https://seb.se/pow/fmk/2500/informationsbroschyr/i_SEB-MILJ.pdf,110,1006,10.93%,4.21
https://seb.se/privat/ekonomikollen/familj-och-juridik,110,595,18.49%,10.74
https://seb.se/staffanstorp,109,26160,0.42%,2.8
https://seb.se/pow/apps/kurslistafonder/kurslistafonder.aspx?A1=340&A2=6,109,6732,1.62%,21.98
https://seb.se/hitta-bankkontor/seb-i-varnamo,109,1657,6.58%,9.14
https://seb.se/pow/content/pdf/vardepappersfonder.pdf,109,1570,6.94%,7.8
https://seb.se/uddevalla,108,15633,0.69%,5.19
https://seb.se/katrineholm,108,13051,0.83%,5.68
https://seb.se/pow/fmk/2500/informationsbroschyr/i_SEB-SMABO.pdf,108,1183,9.13%,7.56
https://seb.se/privat/livet/att-flytta-ihop/skriv-samboavtal,107,7677,1.39%,12.22
https://seb.se/pow/content/produkter/betalningar/efaktura_e0051.pdf,107,3411,3.14%,5.2
https://seb.se/media/aga-fritidshus-ihop-en-utmaning,107,2686,3.98%,34.15
https://seb.se/kundservice/hitta-bankkontor/seb-i-uddevalla,107,1403,7.63%,5.86
https://seb.se/privat/pension-och-forsakring/portfolio-bond,107,989,10.82%,9.02
https://seb.se/privat/ekonomikollen/vardagsekonomi/sa-undviker-du-dubbelbeskattning-pa-norska-aktieutdelningar,106,3523,3.01%,10.31
https://seb.se/kunderbjudanden/swedish-open-i-bastad/vara-experter-pa-plats,106,2907,3.65%,7.26
https://seb.se/kundservice/kundservice-foretag/vanliga-fragor-och-svar/fragor-och-svar-om-loner-via-fil-till-bankgirot,106,948,11.18%,6.68
https://seb.se/privat/ekonomikollen/vardagsekonomi/sa-far-du-koll-pa-ekonomin,105,3870,2.71%,27.28
https://seb.se/privat/private-banking/filantropi/stiftelser/stiftelsetjanster,105,1886,5.57%,4.51
https://seb.se/pow/fmk/2500/informationsbroschyr/i_SEB-AKT.pdf,105,925,11.35%,4.12
https://seb.se/vallingby,104,27184,0.38%,2.43
https://seb.se/pow/content/produkter/lan/ansokan_byggnadslan.pdf,104,8358,1.24%,5.44
https://seb.se/Kundservice/hitta-bankkontor/seb-i-arlanda-terminal-5,103,1058,9.74%,10.24
https://seb.se/vetlanda,102,9722,1.05%,5.4
https://seb.se/privat/spara-och-placera/spara-i-fonder/aktuella-sparporfoljer,102,3206,3.18%,6.15
https://seb.se/pow/content/produkter/vardepapper/Info_SEB_investment.pdf,102,2680,3.81%,7.72
https://seb.se/var-kundservice/1050/vad-hander-om-jag-slar-fel-pinkod-pa-mitt-mobila-bankid/,101,2010,5.02%,8.15
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/privatanstalld-arbetare-saf-lo/avgifter-och-skatter,101,1914,5.28%,18.4
https://seb.se/stenungsund,100,11582,0.86%,5.39
https://seb.se/kundservice/hitta-bankkontor/seb-i-stockholm-sergels-torg-kassa,100,7322,1.37%,5.98
https://seb.se/privat/spara-och-placera/spara-i-fonder/vara-etiska-fonder,100,3284,3.05%,9.88
https://seb.se/var-kundservice/11560/hur-hanterar-jag-ett-dodsbo/,100,1317,7.59%,4.99
https://seb.se/Privat/Digitala-tjanster/vara-appar/appen-for-privatpersoner/snabbsaldo-i-mobilen/,100,397,25.19%,7.11
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/privatanstalld-tjansteman-itp/fakta,99,4398,2.25%,16.29
https://seb.se/pow/content/fonder/fonder_pdf/Kundbrev_Sverigefond_Stora_Bolag.pdf,99,1960,5.05%,4.25
https://seb.se/stangda-kontor/seb-alingsas-flyttat-till-almekarrsvagen-lerum,98,3451,2.84%,6.27
https://seb.se/hitta-bankkontor/seb-i-vaxholm,98,2855,3.43%,17.53
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/mic-koder-for-handelsplatser,98,2016,4.86%,16.69
https://seb.se/privat/livet/salja-bostad/valj-maklare-och-skriv-avtal,98,1917,5.11%,32.79
https://seb.se/privat/lana/privatlan-och-krediter/medlemslan/ansok-om-medlemslan-for-vardforbundet,98,1583,6.19%,15.49
https://seb.se/kundservice/hitta-bankkontor/seb-i-hono,98,1221,8.03%,5.03
https://seb.se/stangda-kontor/seb-goteborg-kungsportsavenyn-flyttat-till-goteborg-nordstan,97,4707,2.06%,4.82
https://seb.se/hitta-bankkontor/seb-i-katrineholm,97,2797,3.47%,5.44
https://seb.se/pow/fmk/2500/rapporter/SEB-MOPORT.pdf,97,418,23.21%,4.37
https://seb.se/media/sa-far-du-koll-pa-ekonomin,96,5998,1.6%,29.88
https://seb.se/hitta-bankkontor/seb-i-falun,96,3893,2.47%,8.47
https://seb.se/systemsidor/sok?q=Bankfack&sp=/hitta-bankkontor/seb-i-stockholm-sodermalm,96,735,13.06%,8
https://seb.se/foretag/verktyg-for-ditt-foretagande/mobilt-bankid/sa-sparrar-du-mobilt-bankid,96,423,22.7%,4.87
https://seb.se/pow/content/pdf/Allm_villkor_bolan.pdf,95,2247,4.23%,18.24
https://seb.se/foretag/greenhouse/greenhouse-partners/trygg-hansa,95,2006,4.74%,25.82
https://seb.se/foretag/finansiera/sakra-din-affar/garantier,95,1348,7.05%,9.43
https://seb.se/Kundservice/hitta-bankkontor/seb-i-partille,95,1339,7.09%,5.17
https://seb.se/foretag/spara-och-placera/skog-och-lantbruk/skogsagare/skogslikvidkonto,95,1265,7.51%,4.92
https://seb.se/falkenberg,94,6460,1.46%,5.36
https://seb.se/ljungby,94,5727,1.64%,5.46
https://seb.se/stangda-kontor/seb-stockholm-odengatan-flyttat-till-norrtullsgatan-odenplan,94,4338,2.17%,6.48
https://seb.se/pow/content/produkter/kort/bankkort_r4238.pdf,94,3101,3.03%,7.5
https://seb.se/pow/content/tryggliv/pdf/seli0183.pdf,94,1783,5.27%,6.69
https://seb.se/pow/apps/kurslistafonder/kurslistafonder.aspx?A1=150,94,1484,6.33%,5.84
https://seb.se/hitta-bankkontor/seb-i-anderstorp,93,9414,0.99%,6.11
https://seb.se/privat/livet/sluta-jobba/checklista-saker-som-bekraftar-att-du-gor-ratt,93,5027,1.85%,33.11
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/vad-ingar-i-tjanstepensionen,93,3324,2.8%,6.76
https://seb.se/hitta-bankkontor/seb-i-nynashamn,93,1698,5.48%,11.79
https://seb.se/falun,92,13276,0.69%,5.34
https://seb.se/privat/lana/bolan-och-rantor/lanelofte-och-guide/hitta-bostad-och-ga-pa-visning/bostadsratt,92,8114,1.13%,50.03
https://seb.se/kundservice/kundservice-privat/vanliga-fragor-och-svar/fragor-och-svar-for-dig-som-har-vardforsakring,92,3178,2.89%,9.61
https://seb.se/foretag/spara-och-placera/konton-for-foretagare/enkla-sparkontot-foretag,92,2901,3.17%,9.04
https://seb.se/pow/content/pdf/valutaderivat.pdf,92,1496,6.15%,22.37
https://seb.se/privat/spara-och-placera/spara-i-fonder/fonders-nyheter/avgiftssankning-i-tre-indexfonder,92,1282,7.18%,4.46
https://seb.se/karlskrona,91,7702,1.18%,6.66
https://seb.se/pow/content/fonder/fonder_pdf/SEBIMAB_Report_Semi-annual.pdf,91,5108,1.78%,16.6
https://seb.se/privat/ekonomikollen/bostad-och-bolan,91,5021,1.81%,4.06
https://seb.se/pow/content/produkter/internetkontoret/A1115.pdf,91,1661,5.48%,10.57
https://seb.se/strangnas,90,12613,0.71%,4.73
https://seb.se/karlshamn,90,8215,1.1%,5.33
https://seb.se/pow/apps/enklalanet/vadkostar.aspx,90,4513,1.99%,3.29
https://seb.se/privat/livet/sluta-jobba/pensionarerna-som-startat-eget,90,3070,2.93%,26.66
